Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
33.5,701,0,Full-Time,N,39621,Business,2512,Single,N,Male,0.0933,N,2546
41.1,672,2,Part-Time,N,104586,Credit Card,26251,Single,Y,Male,0.1521,Y,26383
40.5,711,2,Full-Time,Y,82460,Mortgage,7479,Married,N,Male,0.1219,N,7576
38.5,738,2,Full-Time,Y,49462,Credit Card,4648,Single,N,Male,0.1113,N,4671
25.1,799,0,Full-Time,N,34355,Credit Card,4839,Single,N,Male,0.0598,N,4839
43.2,718,2,Full-Time,Y,133615,Credit Card,30349,Married,N,Female,0.1316,N,30492
27.2,709,1,Full-Time,N,53398,Auto,4562,Single,N,Female,0.1055,N,4604
27,728,2,Full-Time,Y,68397,Credit Card,21051,Single,N,Female,0.1116,N,21104
34.6,698,3,Full-Time,Y,99229,Business,23630,Married,N,Male,0.1373,N,23768
31.1,699,2,Part-Time,Y,47738,Business,6153,Married,N,Male,0.113,N,6207
36.6,643,1,Full-Time,Y,47074,Credit Card,8199,Married,N,Male,0.1337,N,8263
44.1,752,2,Full-Time,Y,,Auto,15050,Married,N,Female,0.1088,N,15050
20.6,754,0,Full-Time,N,29262,Credit Card,2055,Married,N,Male,0.0996,N,2060
43.2,619,3,Part-Time,N,189820,Credit Card,104490,Single,Y,Female,0.1854,Y,105071
49.1,704,2,Part-Time,Y,168008,Credit Card,95970,Married,N,Male,0.1656,Y,96229
42.2,685,2,Part-Time,Y,93531,Business,5248,Single,Y,Non-Binary,0.168,Y,5396
39,677,2,Full-Time,Y,85250,Credit Card,11628,Single,N,Male,0.1336,N,11752
43.4,724,2,Full-Time,Y,86074,Credit Card,8149,Married,N,Female,0.1403,N,8196
32.7,744,2,Full-Time,N,26820,Mortgage,3453,Married,N,Female,0.0647,N,3465
27.8,820,1,Full-Time,Y,46131,Medical,3404,Single,N,Female,0.0639,N,3405
42.4,659,3,Part-Time,N,99807,Credit Card,21915,Married,Y,Female,0.1505,Y,22103
32.8,748,3,Full-Time,N,59717,Credit Card,7489,Single,N,Female,0.101,N,7523
33,757,2,Full-Time,N,108023,Auto,45508,Married,N,Male,0.1601,N,45548
30.7,709,2,Part-Time,N,106950,Auto,36603,Single,N,Female,0.1335,N,36722
50.1,618,2,Part-Time,N,107910,Credit Card,26782,Single,Y,Female,0.176,Y,27022
30.7,723,2,Full-Time,Y,98137,Business,7704,Married,N,Male,0.1029,N,7825
29,781,0,Full-Time,N,52343,Credit Card,3836,Single,N,Male,0.0565,N,3851
19.3,1085,0,Full-Tme,N,280701,Mortgarage,149706,Single,N,Mail,0.0277,N,149704
28.7,771,2,Full-Time,N,48668,Mortgage,1895,Single,N,Female,0.08,N,1903
44.2,748,3,Full-Time,Y,99270,Mortgage,37447,Married,N,Female,0.1185,N,37478
34.8,676,2,Full-Time,N,104263,Auto,52179,Single,N,Non-Binary,0.1536,N,52313
33,786,1,Full-Time,Y,42053,Auto,6897,Married,N,Male,0.0728,N,6899
55.5,613,2,Unemployed,N,147862,Business,69961,Single,Y,Female,0.1965,Y,70360
35.6,700,1,Full-Time,N,44755,Business,4206,Single,N,Male,0.1194,N,4233
37.4,701,2,Part-Time,N,49219,Business,8721,Married,N,Male,0.1168,N,8765
45.9,770,2,Full-Time,N,75966,Medical,10964,Single,N,Male,0.125,N,10967
42.4,688,2,Part-Time,N,139499,Credit Card,38919,Married,N,Non-Binary,0.1434,Y,39126
39.2,783,4,Full-Time,Y,43294,Auto,2249,Single,N,Non-Binary,0.1024,N,2252
27,701,1,Part-Time,N,76789,Auto,17099,Single,N,Male,0.1588,N,17137
41.7,656,2,Full-Time,N,74464,Credit Card,19962,Single,N,Female,0.1488,N,20036
42.2,721,2,Part-Time,Y,89433,Credit Card,23994,Married,N,Female,0.126,N,24094
34.3,661,2,Part-Time,Y,112238,Business,16376,Married,N,Female,0.1451,Y,16644
23.5,742,0,Full-Time,N,34982,Mortgage,2447,Married,N,Female,0.0637,N,2461
39,693,1,Full-Time,Y,44994,Credit Card,6883,Single,N,Female,0.078,N,6944
62,633,2,Part-Time,Y,118680,Credit Card,25352,Single,Y,Female,0.172,Y,25589
45.3,640,3,Part-Time,N,72671,Credit Card,24821,Single,Y,Female,0.1213,Y,25001
33.2,664,1,Part-Time,N,51552,Credit Card,9833,Single,Y,Non-Binary,0.1213,Y,9925
47,699,1,Full-Time,N,38827,Auto,2713,Single,N,Female,0.0856,N,2749
45.5,672,2,Part-Time,Y,103538,Business,7503,Married,N,Male,0.1348,Y,7666
33.5,702,2,Full-Time,Y,49371,Business,5606,Married,N,Female,0.0907,N,5659
36.9,575,2,Part-Time,N,105733,Auto,34656,Single,N,Male,0.1746,Y,34997
23.4,732,2,Full-Time,Y,61173,Auto,9355,Married,N,Male,0.1238,N,9387
23.7,732,2,Full-Time,N,76465,Business,11694,Single,N,Male,0.1158,N,11745
37.5,732,2,Full-Time,N,79954,Business,16621,Single,N,Female,0.1244,N,16655
19.7,727,2,Part-Time,N,75394,Credit Card,7389,Married,N,Female,0.1524,N,7424
40.8,736,2,Full-Time,N,87618,Mortgage,23030,Single,N,Male,0.1096,N,23071
38.2,663,1,Part-Time,Y,44109,Credit Card,1751,Married,Y,Non-Binary,0.112,Y,1814
47.2,643,2,Unemployed,N,95741,Credit Card,18332,Single,Y,Female,0.1604,Y,18544
38.1,698,2,Full-Time,Y,56792,Mortgage,9676,Married,N,Female,0.1098,N,9708
40.8,696,2,Part-Time,Y,129718,Auto,31970,Married,N,Female,0.1342,N,32182
54.3,658,2,Part-Time,N,124767,Credit Card,24906,Single,N,Female,0.1563,Y,25146
33.8,684,2,Full-Time,Y,44108,Auto,4864,Married,N,Female,0.1149,N,4893
35.9,640,1,Part-Time,N,82241,Business,10145,Single,Y,Male,0.1456,Y,10323
49.6,670,3,Part-Time,Y,152187,Credit Card,23160,Married,N,Male,0.133,N,23473
21.1,684,0,Full-Time,Y,42207,Business,2850,Married,N,Female,0.1007,N,2904
31.1,706,2,Full-Time,Y,53663,Credit Card,8063,Married,N,Male,0.1156,N,8099
19.9,740,2,Full-Time,Y,52503,Credit Card,10475,Married,N,Female,0.1034,N,10506
49.1,678,2,Part-Time,N,160985,Credit Card,93297,Married,Y,Male,0.1609,Y,93706
46.1,704,2,Full-Time,Y,61771,Credit Card,53419,Married,N,Female,0.1142,N,53461
28.8,725,0,Full-Time,N,36798,Credit Card,1489,Single,N,Female,0.0851,N,1513
40.6,696,2,Part-Time,N,119880,Credit Card,33053,Married,N,Male,0.151,N,33211
36.7,730,2,Full-Time,N,63016,Medical,7545,Single,N,Female,0.1254,N,7564
19.3,823,2,Full-Time,N,38700,Medical,7039,Married,N,Female,0.051,N,7041
32.9,804,2,Full-Time,N,55867,Mortgage,12172,Single,N,Non-Binary,0.0838,N,12178
44.2,701,3,Full-Time,N,92709,Business,39537,Single,N,Female,0.1276,N,39610
25.9,709,1,Full-Time,Y,19986,Auto,1398,Married,N,Male,0.0376,N,1419
45.3,757,2,Full-Time,N,91203,Mortgage,8318,Married,N,Male,0.1322,N,8345
43.4,655,2,Full-Time,N,148606,Credit Card,26499,Single,N,Male,0.146,N,26760
36.1,699,3,Part-Time,Y,85497,Auto,29969,Married,N,Male,0.1475,N,30042
23.2,787,3,Full-Time,Y,44271,Mortgage,6468,Married,N,Male,0.054,N,6478
35.9,688,3,Unemployed,N,66701,Business,12457,Single,Y,Female,0.1369,Y,12541
40.5,696,2,Full-Time,Y,137023,Credit Card,63835,Married,N,Male,0.1534,Y,64048
34,681,2,Full-Time,Y,72655,Credit Card,14252,Married,N,Male,0.1384,N,14345
34.5,722,1,Full-Time,N,39941,Credit Card,14357,Single,N,Male,0.1054,N,14362
33.2,756,2,Full-Time,Y,83606,Mortgage,7688,Married,N,Male,0.1212,N,7743
48.5,683,3,Full-Time,N,77156,Credit Card,10715,Single,N,Male,0.1426,N,10793
25.7,729,2,Full-Time,N,87295,Auto,22861,Single,N,Female,0.1269,N,22918
20.7,714,2,Full-Time,Y,68812,Auto,27463,Married,N,Male,0.111,N,27517
41.4,744,3,Full-Time,N,77414,Mortgage,10787,Single,N,Female,0.0985,N,10811
31,718,2,Full-Time,N,71423,Credit Card,38769,Single,N,Female,0.1237,N,38817
49.3,643,3,Part-Time,Y,98360,Credit Card,30959,Married,N,Male,0.1536,Y,31110
47.1,694,2,Part-Time,N,130594,Credit Card,10232,Single,N,Male,0.1604,N,10399
47.8,716,2,Full-Time,Y,109375,Business,19141,Married,N,Male,0.1631,N,19224
30.5,775,2,Full-Time,Y,49358,Credit Card,5603,Married,N,Non-Binary,0.1085,N,5612
26.9,693,3,Part-Time,N,53995,Credit Card,3498,Single,N,Male,0.0994,N,3568
39,752,2,Full-Time,Y,86514,Credit Card,22454,Married,N,Male,0.1361,N,22492
40.7,700,2,Full-Time,Y,59082,Business,10821,Married,N,Non-Binary,0.1223,N,10893
34.9,750,4,Full-Time,N,48132,Mortgage,5097,Single,N,Male,0.1028,N,5110
43.1,714,2,Part-Time,Y,126296,Business,23926,Single,Y,Female,0.1556,Y,24099
27.4,827,2,Full-Time,N,60993,Medical,7812,Single,N,Female,0.0836,N,7814
50.4,592,2,Unemployed,Y,150694,Credit Card,27250,Married,Y,Male,0.2164,Y,27663
30.3,686,2,Part-Time,Y,51653,Business,4802,Married,N,Male,0.1083,N,4856
57,661,2,Part-Time,Y,167574,Credit Card,19656,Married,Y,Female,0.1683,Y,20095
21.3,735,2,Full-Time,Y,30187,Medical,2460,Married,N,Male,0.0507,N,2475
28,758,0,Full-Time,Y,39873,Medical,3656,Married,N,Female,0.0742,N,3664
36.5,730,2,Part-Time,Y,64922,Auto,10115,Married,N,Male,0.1183,Y,10181
31.4,757,2,Full-Time,N,55040,Business,4847,Married,N,Female,0.1026,N,4862
41.1,658,1,Part-Time,Y,32473,Business,6854,Married,N,Male,0.1197,N,6900
41,745,1,Full-Time,Y,62139,Mortgage,6950,Single,N,Female,0.1224,N,6959
36.8,,1,Full-Time,Y,55322,,4897,Married,N,Female,0.1143,N,4937
39,676,2,Part-Time,N,126689,Auto,44939,Single,Y,Female,0.1434,Y,45184
54.4,625,3,Part-Time,N,188228,Business,255094,Single,Y,Female,0.2282,Y,255491
37.4,724,0,Full-Time,Y,42434,Credit Card,4141,Married,N,Male,0.1088,N,4159
29.1,716,3,Full-Time,N,49055,Business,17807,Single,N,Female,0.1087,N,17841
46.8,706,2,Full-Time,Y,65007,Auto,7606,Single,N,Female,0.1147,N,7669
45,705,3,Full-Time,Y,28592,Credit Card,572,Married,N,Male,0.13,N,584
42.5,651,1,Part-Time,N,86137,Auto,50453,Single,Y,Male,0.1413,Y,50614
41.1,747,2,Full-Time,Y,80524,Auto,101800,Married,N,Female,0.1058,N,101829
35.4,654,2,Part-Time,Y,87567,Business,13802,Married,N,Male,0.1339,Y,13957
19.3,733,1,Full-Time,N,21603,Credit Card,980,Single,N,Male,0.07,N,995
19,846,1,Full-Time,N,37912,Mortgage,2731,Single,N,Female,0.0545,N,2731
41.3,757,2,Full-Time,N,123021,Business,25727,Single,N,Female,0.1276,N,25778
42.1,705,2,Full-Time,N,109604,Credit Card,22824,Single,N,Male,0.1426,N,22965
26.9,728,0,Full-Time,Y,21182,Mortgage,1660,Married,N,Male,0.0605,N,1673
39.1,732,1,Full-Time,Y,61457,Business,12086,Married,N,Male,0.0979,N,12129
44.6,636,3,Part-Time,N,109632,Credit Card,24038,Single,Y,Male,0.1883,Y,24323
51.6,705,1,Full-Time,N,34622,Mortgage,1678,Single,N,Male,0.0911,N,1699
44.3,770,2,Full-Time,N,118100,Medical,15342,Married,N,Female,0.1006,N,15381
19.1,773,1,Full-Time,N,15169,Mortgage,621,Single,N,Male,0.0345,N,622
24.9,728,0,Full-Time,Y,32294,Credit Card,1773,Married,N,Male,0.0925,N,1785
30.7,745,0,Full-Time,N,46680,Mortgage,3922,Single,N,Female,0.1102,N,3929
42.1,353,1,Full-Tme,Y,502463,Mortgarage,277711,Married,N,Femalee,0.1185,N,277852
36.1,656,4,Part-Time,N,109610,Business,30035,Single,Y,Male,0.1502,Y,30287
41.7,667,4,Part-Time,N,87665,Credit Card,8454,Single,N,Male,0.1165,N,8596
40.7,727,2,Full-Time,Y,60965,Business,7433,Single,N,Female,0.0895,N,7482
56.6,633,2,Unemployed,N,88952,Auto,15033,Single,N,Female,0.1514,Y,15181
45.9,662,1,Part-Time,N,71888,Credit Card,5684,Single,N,Non-Binary,0.1378,N,5785
54.3,664,3,Full-Time,Y,97407,Credit Card,17078,Married,N,Female,0.1527,N,17227
37.5,726,2,Full-Time,N,58044,Credit Card,3706,Married,N,Non-Binary,0.1121,N,3739
39.6,676,3,Part-Time,N,112832,Business,10184,Single,N,Male,0.1206,Y,10414
35.1,698,2,Full-Time,N,60230,Auto,2539,Single,N,Female,0.0882,N,2607
28.3,710,0,Full-Time,N,41312,Auto,3072,Single,N,Female,0.1135,N,3092
31.1,769,2,Full-Time,N,67360,Mortgage,5898,Single,N,Female,0.0802,N,5921
43.1,662,3,Part-Time,Y,75868,Credit Card,10936,Married,Y,Female,0.159,Y,11075
47.6,772,2,Full-Time,Y,97849,Medical,16276,Single,N,Female,0.1018,N,16317
31,700,2,Full-Time,Y,51406,Auto,15327,Single,N,Male,0.1236,N,15355
58.6,709,2,Full-Time,N,209826,Auto,44026,Married,N,Female,0.1728,Y,44374
34.2,714,3,Full-Time,Y,38651,Business,1942,Married,N,Male,0.0984,N,1959
30.3,706,2,Part-Time,N,63197,Credit Card,13180,Married,N,Male,0.1307,N,13232
35.4,715,1,Full-Time,Y,80603,Credit Card,15592,Single,N,Female,0.1519,N,15637
21.3,794,1,Full-Time,N,25252,Medical,1084,Married,N,Non-Binary,0.0386,N,1085
20.8,774,1,Full-Time,N,23949,Medical,516,Single,N,Female,0.0503,N,518
32.8,702,2,Unemployed,N,101236,Auto,43045,Single,Y,Female,0.1586,Y,43142
30.9,712,2,Full-Time,Y,48533,,7537,Married,N,Female,0.1182,N,7560
35,698,2,Part-Time,N,97025,Credit Card,23534,Single,N,Male,0.1363,N,23676
26.7,682,2,Full-Time,N,54444,Business,11560,Married,N,Non-Binary,0.1374,N,11609
37.6,717,2,Full-Time,N,59020,Business,3135,Single,N,Female,0.1219,N,3181
32.3,677,2,Part-Time,N,154192,Auto,47550,Married,N,Female,0.1677,Y,47829
38.6,739,2,Full-Time,Y,88495,Credit Card,28976,Married,N,Female,0.1055,N,29025
39.2,735,2,Full-Time,N,62373,Credit Card,9726,Single,N,Female,0.1021,N,9764
26.1,659,0,Part-Time,N,61579,Business,10996,Single,Y,Non-Binary,0.1352,Y,11092
44.9,641,2,Part-Time,Y,427038,Credit Card,620025,Married,Y,Female,0.2474,Y,621106
59.7,713,2,Full-Time,Y,126548,Credit Card,19216,Married,N,Female,0.1329,N,19340
34.1,715,2,Part-Time,Y,122412,Credit Card,47950,Married,N,Male,0.1387,N,48111
46.7,735,2,Full-Time,N,83174,Business,10377,Single,N,Male,0.139,N,10415
40.3,739,2,Full-Time,N,51821,Credit Card,3491,Married,N,Male,0.0873,N,3541
36.1,692,2,Full-Time,N,47266,Mortgage,11617,Single,N,Male,0.1159,N,11643
30.4,655,0,Unemployed,Y,50529,Credit Card,8170,Married,Y,Male,0.1211,Y,8278
28.7,710,0,Part-Time,Y,46545,Auto,3900,Single,N,Male,0.0994,N,3950
33.9,708,2,Full-Time,Y,50229,Credit Card,3532,Married,N,Male,0.1016,N,3570
42.2,700,2,Unemployed,Y,100966,Credit Card,17330,Married,Y,Non-Binary,0.1288,Y,17471
26.9,674,2,Part-Time,Y,74184,Business,7704,Married,N,Female,0.1324,N,7805
42.2,713,2,Full-Time,N,69676,Business,14564,Single,N,Male,0.1097,N,14621
29.8,788,2,Full-Time,Y,83820,Business,31616,Married,N,Male,0.106,N,31638
40.2,660,2,Full-Time,N,111786,Credit Card,23742,Single,N,Female,0.1739,Y,23894
37.8,749,2,Full-Time,N,37113,Medical,3168,Single,N,Female,0.091,N,3178
21.4,731,2,Part-Time,Y,51281,Credit Card,10519,Married,N,Female,0.0848,Y,10581
40.2,708,2,Full-Time,Y,97159,Credit Card,22656,Single,N,Female,0.1503,N,22736
37.3,701,1,Full-Time,Y,80559,Mortgage,31151,,N,Female,0.1357,N,31246
40.8,687,3,Full-Time,N,62747,Credit Card,12205,Single,N,Female,0.1381,N,12265
22.2,724,1,Full-Time,Y,24264,Mortgage,1236,Married,N,Female,0.0816,N,1246
30,718,2,Full-Time,N,151778,Business,52983,Married,N,Non-Binary,0.1397,N,53157
41.5,701,2,Part-Time,Y,96809,Credit Card,8434,Single,N,Male,0.1223,Y,8570
25.3,703,0,Full-Time,Y,43330,Credit Card,2816,Married,N,Female,0.1168,N,2850
31.9,685,2,Unemployed,N,87568,Credit Card,13035,Single,Y,Male,0.1084,Y,13183
34.6,724,2,Full-Time,Y,50533,Mortgage,6128,Married,N,Male,0.092,N,6147
36.4,705,3,Full-Time,N,94523,Credit Card,52714,Single,N,Female,0.1363,N,52816
47.8,663,3,Part-Time,Y,98434,Business,24223,Married,Y,Female,0.1605,Y,24351
25.7,679,1,Part-Time,N,64231,Business,23103,Married,Y,Female,0.124,Y,23207
44.9,749,2,Full-Time,Y,73935,Mortgage,7652,Single,N,Male,0.1196,N,7683
25.1,777,1,Full-Time,Y,48425,Mortgage,6331,Single,N,Female,0.102,N,6338
28.7,708,3,Part-Time,Y,62088,Credit Card,6938,Married,N,Female,0.1064,N,6997
42.6,652,2,Part-Time,N,59304,Credit Card,16178,Single,N,Male,0.1239,N,16269
33.6,703,1,Full-Time,Y,79132,Mortgage,8140,Married,N,Female,0.0935,N,8240
60.1,595,2,Part-Time,Y,131694,Auto,78044,Married,Y,Female,0.1793,Y,78416
61,620,2,Part-Time,N,191055,Credit Card,43801,Single,Y,Female,0.1849,Y,44332
48.5,704,2,Full-Time,Y,96137,Credit Card,31423,Married,N,Female,0.1482,N,31517
25.2,686,2,Part-Time,Y,81858,Credit Card,12061,Single,N,Female,0.1194,Y,12186
40.5,682,2,Part-Time,Y,136267,Auto,22282,Married,N,Female,0.1528,Y,22477
47.2,734,0,Full-Time,Y,45070,Medical,6906,Married,N,Male,0.1202,N,6919
52.2,738,2,Full-Time,Y,103518,Mortgage,16073,Married,N,Non-Binary,0.1681,N,16098
43.1,713,2,Full-Time,N,98102,Credit Card,6737,Single,N,Female,0.1089,N,6853
29.5,696,3,Full-Time,N,48520,Credit Card,1883,Married,N,Female,0.0906,N,1939
41.4,751,0,Full-Time,N,41813,Credit Card,1748,Single,N,Female,0.0786,N,1758
21.3,662,2,Part-Time,Y,59938,Credit Card,10418,Married,Y,Female,0.1262,Y,10561
47.3,701,2,Full-Time,Y,70799,Credit Card,17042,Married,N,Female,0.1248,N,17080
59.4,691,2,Part-Time,Y,188186,Auto,77909,Married,N,Male,0.1417,Y,78250
43.1,727,2,Full-Time,N,83836,Mortgage,16868,Single,N,Female,0.1223,N,16886
53,691,2,Part-Time,N,64356,Credit Card,9112,Married,N,Male,0.116,N,9220
23.2,792,0,Full-Time,N,36580,Credit Card,3880,Married,N,Female,0.0441,N,3882
30.8,687,1,Full-Time,N,50133,Mortgage,4021,Single,N,Female,0.0853,N,4047
40.4,472,0,Full-Tme,Y,,Mortgarage,25711,Married,N,Femalee,0.0949,N,25711
25.1,693,2,Part-Time,Y,71004,Credit Card,5041,Single,N,Male,0.1211,Y,5149
36.2,674,2,Full-Time,N,98999,Auto,24501,Married,N,Female,0.135,N,24638
26,778,0,Full-Time,Y,29217,Medical,1024,Married,N,Female,0.0662,N,1026
32.7,797,1,Full-Time,N,52257,Auto,5461,Married,N,Male,0.059,N,5469
28.2,745,0,Full-Time,N,35306,Business,3365,Single,N,Female,0.0665,N,3381
39.7,701,2,Part-Time,N,99892,Credit Card,25943,Single,N,Female,0.1353,Y,26111
42.1,699,2,Full-Time,N,94369,Business,34731,Married,N,Female,0.1506,N,34841
40.2,654,3,Part-Time,Y,147315,Credit Card,19531,Married,Y,Female,0.1637,Y,19820
42.4,694,2,Part-Time,N,93845,Credit Card,15852,Single,N,Female,0.1513,N,15951
30.6,703,1,Part-Time,N,61580,Auto,10238,Single,N,Male,0.107,N,10301
26.2,730,2,Full-Time,N,31938,Business,5406,Single,N,Male,0.0536,N,5420
25.7,720,0,Full-Time,N,42866,Credit Card,3124,Married,N,Female,0.0984,N,3144
29.5,687,2,Part-Time,Y,65918,Credit Card,17381,Married,Y,Female,0.1316,Y,17486
25.4,668,2,Part-Time,N,84225,Business,45401,Single,Y,Female,0.1417,Y,45586
48.5,703,2,Full-Time,N,77637,Mortgage,23507,Married,N,Female,0.1517,N,23546
40.9,690,3,Part-Time,N,85553,Credit Card,21226,Married,Y,Female,0.1314,Y,21379
47.8,762,2,Full-Time,N,59529,Medical,7796,Single,N,Female,0.1275,N,7802
31.8,725,2,Full-Time,N,64086,Business,16839,Single,N,Female,0.0939,N,16887
41.5,689,2,Part-Time,Y,147092,Credit Card,41108,Single,Y,Non-Binary,0.1753,Y,41349
38,724,2,Full-Time,Y,70301,Auto,4448,Married,N,Male,0.1161,N,4479
39.5,678,2,Full-Time,N,160123,Business,48714,Married,N,Female,0.1351,N,48983
25.8,767,2,Full-Time,N,61919,Credit Card,12269,Single,N,Female,0.0905,N,12287
32.8,648,2,Part-Time,N,114248,Credit Card,33936,Single,Y,Male,0.1664,Y,34147
34.6,769,2,Full-Time,N,52214,Business,12268,Single,N,Male,0.1102,N,12277
50.5,623,2,Part-Time,N,300451,Business,306920,Single,N,Male,0.2093,Y,307593
54.5,632,3,Unemployed,Y,115090,Auto,22517,Single,Y,Non-Binary,0.1883,Y,22777
59.2,717,2,Full-Time,N,212415,Credit Card,126336,Married,N,Non-Binary,0.1732,N,126508
46.4,728,2,Full-Time,Y,91693,Credit Card,5885,Married,N,Male,0.1094,N,5972
37.5,664,2,Part-Time,Y,86733,Credit Card,7522,Married,Y,Male,0.1415,Y,7662
66.2,616,2,Part-Time,N,160264,Credit Card,74484,Single,Y,Non-Binary,0.1904,Y,74852
35.9,747,2,Full-Time,Y,125361,Business,34573,Married,N,Male,0.1198,N,34697
33.9,748,3,Full-Time,N,63878,Auto,9384,Single,N,Male,0.0997,N,9406
39.9,656,2,Part-Time,Y,72586,Credit Card,12118,Single,Y,Female,0.1341,Y,12283
43.8,663,2,Part-Time,N,80134,Credit Card,8348,Single,N,Male,0.1486,Y,8460
52.6,683,3,,N,88417,Credit Card,8599,Married,N,Male,0.1294,N,8720
43.9,682,3,Part-Time,N,103471,Credit Card,11776,Single,Y,Male,0.132,Y,11956
34.1,956,2,Full-Tme,Y,294522,Credit Crad,130114,Married,N,Mail,0.0969,N,129985
18.6,708,1,Full-Time,N,40835,Auto,6003,Single,N,Male,0.0537,N,6052
34.1,709,2,Part-Time,Y,114826,Mortgage,21096,Married,N,Female,0.1285,Y,21277
32.4,683,2,Part-Time,Y,78829,Auto,21749,Married,N,Male,0.1498,Y,21876
37.4,454,3,Full-Time,Y,345830,Mortgarage,143516,Married,N,Mail,0.1148,N,143838
51.9,426,2,Full-Tme,N,243847,Auto,261628,Single,N,Femalee,0.1361,N,261438
45.7,609,2,Part-Time,Y,135709,Credit Card,33150,Married,Y,Female,0.1982,Y,33497
25.7,766,0,Full-Time,N,41291,Credit Card,1534,Single,N,Female,0.0685,N,1549
28.9,744,1,Full-Time,N,24088,Medical,986,Single,N,Male,0.0645,N,990
56.3,618,2,Unemployed,N,137208,Credit Card,15060,Single,Y,Male,0.1909,Y,15417
41.9,661,2,Full-Time,N,79127,Credit Card,4382,Single,N,Female,0.1031,N,4528
38.7,647,2,Part-Time,N,83911,Auto,40134,Single,Y,Female,0.1805,Y,40286
24.1,742,3,Full-Time,N,88166,Business,15546,Single,N,Male,0.1398,N,15595
30.4,775,1,Full-Time,Y,46343,Mortgage,3436,Single,N,Female,0.1294,N,3437
27.1,780,2,Full-Time,N,39075,Auto,3206,Single,N,Female,0.0714,N,3210
38.4,640,2,Part-Time,Y,96858,Credit Card,16886,Married,Y,Female,0.1505,Y,17095
48.3,605,1,Part-Time,Y,134466,Business,39778,Married,Y,Male,0.1648,Y,40189
35.4,668,2,Part-Time,N,68707,Credit Card,6608,Single,N,Female,0.1709,Y,6712
19.6,745,1,Full-Time,N,24795,Mortgage,676,Single,N,Female,0.08,N,679
24.2,747,1,Full-Time,N,45153,Auto,4689,Single,N,Female,0.0996,N,4705
39.5,739,1,Full-Time,Y,43348,Medical,10898,Married,N,Male,0.0632,N,10910
46.1,672,3,Full-Time,Y,73779,Auto,7621,Married,N,Female,0.1381,N,7690
46.6,653,2,Unemployed,N,222172,Credit Card,222121,Single,N,Male,0.1944,Y,222557
57.9,714,2,Full-Time,Y,142705,Credit Card,63130,Married,N,Female,0.1335,N,63260
43,622,2,Part-Time,Y,109770,Credit Card,7229,Single,Y,Male,0.1571,Y,7482
34,725,1,Full-Time,Y,43493,Credit Card,5107,Married,N,Male,0.1092,N,5133
43.4,682,2,Part-Time,N,135267,Credit Card,67698,Single,Y,Female,0.1559,Y,67909
24.1,505,3,Full-Tme,N,451788,Medical,653159,Single,N,Mail,0.0776,N,653215
40.8,708,2,Full-Time,Y,54100,Mortgage,14341,Single,N,Male,0.1238,N,14372
33.9,689,2,Full-Time,N,52907,Auto,3079,Married,N,Male,0.1174,N,3132
30.4,754,2,Full-Time,Y,97322,Credit Card,49252,Single,N,Female,0.1334,N,49311
46.7,639,2,Part-Time,Y,133153,Credit Card,24821,Married,Y,Non-Binary,0.1778,Y,25146
44.4,699,2,Part-Time,N,92445,Auto,12818,Married,N,Male,0.1475,Y,12918
22.5,771,3,Full-Time,Y,27820,Credit Card,1470,Married,N,Male,0.0548,N,1473
33,757,0,Full-Time,N,37448,Mortgage,1963,Single,N,Female,0.0926,N,1966
38.2,749,1,Full-Time,Y,67520,Business,9118,Single,N,Male,0.1203,N,9174
38.7,684,2,Full-Time,N,48140,Auto,4403,Married,N,Non-Binary,0.093,N,4441
41.6,653,2,Unemployed,Y,160074,Credit Card,40997,Married,Y,Female,0.1595,Y,41464
29.2,690,2,Full-Time,N,45809,Auto,1888,Single,N,Non-Binary,0.116,N,1921
28.7,752,1,Full-Time,N,29744,Medical,7431,Married,N,Female,0.0522,N,7437
25.6,791,2,Full-Time,N,53983,Credit Card,8451,Married,N,Female,0.0906,N,8456
31.8,681,2,Unemployed,N,87105,Credit Card,19727,Single,Y,Female,0.1285,Y,19879
28.9,722,1,Full-Time,N,42646,Auto,11276,Married,N,Male,0.1044,N,11295
46.3,656,2,Unemployed,Y,91336,Credit Card,29197,Married,Y,Female,0.1583,Y,29431
22.3,742,0,Full-Time,N,40543,Credit Card,3945,Married,N,Non-Binary,0.0709,N,3961
27.9,728,2,Full-Time,N,80371,Credit Card,20670,Single,N,Female,0.086,N,20713
54.3,680,2,Part-Time,N,100475,Credit Card,19181,Single,N,Male,0.1128,N,19366
31.1,491,2,Full-Tme,N,170137,Credit Crad,127365,Single,N,Mail,0.0722,N,127328
46.4,750,2,Full-Time,Y,85824,Business,41248,Married,N,Non-Binary,0.0955,N,41301
52.3,718,2,Full-Time,N,129506,Auto,45283,Married,N,Female,0.1384,N,45385
46.1,669,2,Part-Time,Y,148668,Business,137033,Single,Y,Male,0.1695,Y,137294
43.5,715,3,Full-Time,N,79038,Auto,16867,Single,N,Female,0.1207,N,16937
29.2,668,2,Part-Time,Y,93853,Auto,22021,Married,N,Female,0.1147,Y,22244
42.2,756,2,Full-Time,Y,60548,Mortgage,30795,Married,N,Female,0.1014,N,30816
